"seqnames","start","end","min_smoothed_fdr","meandiff","overlapping.genes","probes","Source"
"chr1",156897441,156897930,0.999653957653172,0.00105040927860188,"PEAR1","cg02237987;cg22402053;cg16020069;cg27317004;cg02453208","Control"
"chr1",161068039,161068252,0.999653957653172,0.000925805164876386,"ARHGAP30","cg09306340;cg17150246;cg23651323;cg25320115;cg08785274","Control"
"chr1",228656799,228657762,0.999653957653172,0.00362191682949702,NA,"cg03674744;cg25734842;cg25622154;cg03569277;cg15033163","Control"
"chr2",40006314,40006891,0.999653957653172,-0.00103827102352941,"SLC8A1-AS1","cg13254588;cg16273524;cg22354234;cg20224517;cg05136531","Control"
"chr2",73612656,73612788,0.999653957653172,0.000216614387723783,"ALMS1","cg19260201;cg23153730;cg06843575;cg02206636;cg00298675","Control"
"chr2",114647750,114648509,0.999653957653172,0.00193090782421143,"DPP10","cg22066186;cg12644353;cg00558358;cg21616297;cg21403076","Control"
"chr2",122512910,122513376,0.999653957653172,-0.00023136023034953,"AC011246.1","cg02858162;cg18122411;cg04709655;cg01496185;cg13208492","Control"
"chr2",160472234,160472940,0.999653957653172,-0.00112707450980391,"RBMS1","cg24992690;cg20692810;cg14987534;cg03459008;cg21319458","Control"
"chr2",209010095,209011053,0.999653957653172,0.00257922314271096,NA,"cg13352515;cg06181187;cg19855215;cg20018812;cg17314180","Control"
"chr2",222437387,222438918,0.999653957653172,0.000348277921568628,"SGPP2","cg08625382;cg15808558;cg00081574;cg27132396;cg02431065","Control"
"chr2",233386855,233388287,0.999653957653172,0.00169095849701619,"DGKD","cg03163614;cg07570055;cg03627957;cg08007899;cg13805654","Control"
"chr3",97691096,97692429,0.999653957653172,0.000419789266496141,"EPHA6","cg05451573;cg10779801;cg23629183;cg14941179;cg14773523","Control"
"chr3",128764824,128765899,0.999653957653172,0.00200203171730607,"RAB7A, FTH1P4","cg04467162;cg08425203;cg20912272;cg21448444;cg13924105","Control"
"chr3",148804477,148804556,0.999653957653172,-9.42645800511524e-05,"CPB1","cg24041269;cg02398045;cg18549036;cg05555455;cg03678609","Control"
"chr4",41216800,41216882,0.999653957653172,-0.00114992460358056,NA,"cg01954188;cg09616640;cg18526270;cg15832405;cg27495108","Control"
"chr4",176923081,176923800,0.999653957653172,0.000913324055242975,"AC097518.2","cg21823999;cg22821324;cg20450979;cg22478591;cg19639622","Control"
"chr6",16326789,16328344,0.999653957653172,0.00131802118022163,"ATXN1","cg08224852;cg01669517;cg08996301;cg00436183;cg10255171","Control"
"chr6",30483837,30483956,0.999653957653172,0.00014837939045183,NA,"cg22765426;cg03585731;cg10830822;cg22410026;cg04589027","Control"
"chr6",33398866,33399151,0.999653957653172,0.00393005851338449,"KIFC1","cg26359432;cg19343809;cg01234945;cg09706021;cg26140911","Control"
"chr6",88032051,88032210,0.999653957653172,0.00593890060358057,NA,"cg04972856;cg12350822;cg21370869;cg05155578;cg11850638","Control"
"chr6",156717406,156718398,0.999653957653172,-0.000837802065473153,NA,"cg00587301;cg07292773;cg21795221;cg05225634;cg09056876","Control"
"chr7",1991782,1992524,0.999653957653172,0.000675201853537928,"MAD1L1, AC069288.1","cg13375262;cg26694724;cg16338100;cg15424903;cg03634735","Control"
"chr7",2007860,2008267,0.999653957653172,0.00140986656641091,"MAD1L1, AC069288.1","cg03943446;cg12200204;cg17815546;cg26106118;cg16677055","Control"
"chr7",54900801,54901645,0.999653957653172,0.00106644696641091,NA,"cg16668896;cg24317190;cg23123165;cg04984039;cg09445498","Control"
"chr7",134576049,134576386,0.999653957653172,0.00815690844552431,"AKR1B15","cg09916174;cg25390658;cg04655520;cg19488093;cg22480742","Control"
"chr8",74790437,74791301,0.999653957653172,-0.000119650124978687,"MIR2052HG","cg00586367;cg14240331;cg11992237;cg10702714;cg10231183","Control"
"chr8",99438624,99439441,0.999653957653172,0.00658921312054562,"VPS13B","cg03561565;cg01592801;cg08231709;cg08706670;cg14688104","Control"
"chr11",45230795,45231545,0.999653957653172,0.0023300718915601,"PRDM11, AC103681.2","cg10303107;cg15010079;cg00328729;cg05515072;cg22731637","Control"
"chr11",47429649,47429944,0.999653957653172,0.000250226649275362,NA,"cg22964598;cg10264187;cg24317637;cg23308107;cg02479904","Control"
"chr12",112621527,112622752,0.999653957653172,0.000181448141176521,"RPH3A","cg19214184;cg14415857;cg15475101;cg12819747;cg02780643","Control"
"chr12",115112189,115113212,0.999653957653172,0.0117448678115942,NA,"cg16277169;cg09413529;cg11246938;cg18161956;cg01078446","Control"
"chr12",124941307,124941781,0.999653957653172,0.00862010193452683,NA,"cg02666020;cg07835154;cg00813509;cg25954028;cg27310710","Control"
"chr12",126345900,126346509,0.999653957653172,0.00141679343682862,"AC007368.1","cg25283626;cg00254306;cg10857167;cg08703337;cg04325312","Control"
"chr13",28494996,28495908,0.999653957653172,-0.000966924685592505,"AL139005.1, FLT1","cg07860673;cg03881663;cg22578843;cg24983523;cg03907847","Control"
"chr14",35099471,35099711,0.999653957653172,-0.000352342701790287,"FAM177A1, PPP2R3C","cg06161720;cg13093793;cg23659015;cg02333555;cg20478089","Control"
"chr16",56622951,56623111,0.999653957653172,0.000818643081670929,NA,"cg27295963;cg06120945;cg04853906;cg16158681;cg03015433","Control"
"chr16",88636912,88637474,0.999653957653172,0.000629457587553279,NA,"cg07702548;cg18813733;cg05611199;cg23830326;cg03990720","Control"
"chr16",89202571,89203153,0.999653957653172,0.00143696631338448,NA,"cg07990658;cg01523759;cg16698281;cg04308346;cg00144414","Control"
"chr17",40272901,40273815,0.999653957653172,0.000811140554987206,"WIPF2","cg08434547;cg13756790;cg02395326;cg11592497;cg04278905","Control"
"chr17",46692422,46692859,0.999653957653172,0.00588765005115091,"NSF","cg25116388;cg27294582;cg25928579;cg03107393;cg05999049","Control"
"chr18",73166691,73167919,0.999653957653172,9.77994644501059e-05,"LINC02864","cg19653700;cg16171281;cg12975230;cg03091010;cg10124413","Control"
"chr19",42817659,42818481,0.999653957653172,0.000723393143393024,"PSG8","cg07172597;cg23872082;cg13834567;cg12212706;cg08207466","Control"
"chr22",50356079,50357265,0.999653957653172,-0.00191430727877236,"PPP6R2","cg24733497;cg12043019;cg11801110;cg20698113;cg08507178","Control"
"chr1",1293868,1294140,0.999653957653172,0.00207513246398124,"ACAP3","cg27399052;cg12478066;cg23036947;cg17132079","Control"
"chr1",1974661,1974941,0.999653957653172,7.91095381500222e-05,"CFAP74","cg04843461;cg16703312;cg12658400;cg15356494","Control"
"chr1",24882153,24882347,0.999653957653172,0.0051855028606138,NA,"cg21859019;cg04095045;cg20263885;cg11952735","Control"
"chr1",57044824,57045219,0.999653957653172,0.000545834892369995,"DAB1","cg19711007;cg06334284;cg05413451;cg14657520","Control"
"chr1",65533358,65533851,0.999653957653172,0.000760973935635122,"LEPR","cg14029283;cg05968270;cg09473383;cg15620028","Control"
"chr1",91190891,91191254,0.999653957653172,0.0020023940044757,NA,"cg24453699;cg20463526;cg08062812;cg15992284","Control"
"chr1",121260116,121261077,0.999653957653172,-0.00697316016773235,"SRGAP2C","cg10716909;cg03391657;cg09871471;cg06970370","Control"
"chr1",144931862,144931980,0.999653957653172,1.88909503410067e-05,"SRGAP2B","cg24808412;cg13921652;cg04885673;cg26805238","Control"
"chr1",146643471,146644097,0.999653957653172,4.04617881500442e-05,"HYDIN2","cg03284175;cg26007659;cg08008854;cg01814963","Control"
"chr1",161736000,161736066,0.999653957653172,-1.13677450980396e-05,"RN7SL466P","cg09175582;cg26591879;cg22608657;cg07804963","Control"
"chr1",162337134,162337375,0.999653957653172,0.00133487312638536,"NOS1AP","cg26663636;cg11687863;cg12486795;cg26813162","Control"
"chr1",240161249,240162334,0.999653957653172,-0.00276952138512364,"FMN2","cg13239420;cg21854408;cg03075534;cg20810345","Control"
"chr2",37311580,37311658,0.999653957653172,-0.000129442490835464,"PRKD3","cg09253914;cg04795282;cg23340613;cg03392046","Control"
"chr2",96811058,96811533,0.999653957653172,0.00127599456990622,"CNNM4","cg04882937;cg05732530;cg24297695;cg23612030","Control"
"chr2",134877313,134877645,0.999653957653172,2.85711295822655e-05,"ACMSD, CCNT2-AS1","cg11575238;cg20180825;cg27525248;cg21195059","Control"
"chr2",230578063,230578708,0.999653957653172,0.00114665729923274,"AC010149.1","cg22200330;cg10034890;cg18714498;cg25301406","Control"
"chr2",242710824,242711046,0.999653957653172,0.0120520609224211,NA,"cg21545857;cg01997813;cg02639108;cg20489909","Control"
"chr3",26664115,26664404,0.999653957653172,0.00134354853623189,"LRRC3B","cg13787438;cg24216220;cg18679410;cg03496122","Control"
"chr3",47823614,47823820,0.999653957653172,0.00103819116538789,"DHX30","cg02564102;cg22984439;cg16250355;cg07304068","Control"
"chr3",126237289,126237462,0.999653957653172,-0.00146405051150898,"AC079848.2","cg17059675;cg08027748;cg17676574;cg00577527","Control"
"chr3",126397794,126398161,0.999653957653172,0.00359133743179881,"CFAP100","cg15665630;cg09115620;cg11376080;cg02711849","Control"
"chr4",40632723,40632860,0.999653957653172,0.00806536710954817,NA,"cg20435896;cg10019467;cg27076223;cg08949974","Control"
"chr4",76439436,76439595,0.999653957653172,-1.97906174339299e-05,"SHROOM3","cg10737625;cg16542283;cg19115630;cg15540044","Control"
"chr4",174421114,174421558,0.999653957653172,-0.00244881577152602,NA,"cg21401642;cg08814800;cg17139666;cg02307239","Control"
"chr4",184319924,184320416,0.999653957653172,0.00616542179177323,NA,"cg27466237;cg06983586;cg11368409;cg22440848","Control"
"chr5",174178104,174178647,0.999653957653172,0.00244918614599318,"NSG2, AC011333.1","cg11649981;cg24996482;cg06916315;cg24271863","Control"
"chr5",176943423,176943764,0.999653957653172,-0.000298183877237856,"UIMC1","cg18740509;cg00483154;cg11740690;cg16662877","Control"
"chr6",33129850,33130034,0.999653957653172,-0.011546932341006,NA,"cg17840334;cg10978034;cg19612068;cg22273555","Control"
"chr6",34393990,34394069,0.999653957653172,-7.42122551150915e-05,"RPS10-NUDT3","cg03946452;cg18725425;cg11655418;cg23117447","Control"
"chr6",167649256,167649539,0.999653957653172,-0.00114413005818415,"AL356123.1","cg01504718;cg20951025;cg12798411;cg25048100","Control"
"chr6",168677488,168677970,0.999653957653172,0.0053330559286019,NA,"cg19819280;cg24019399;cg25473201;cg07645809","Control"
"chr6",169273332,169273530,0.999653957653172,-0.000795120752131235,NA,"cg11387916;cg05740106;cg20876525;cg09334776","Control"
"chr7",122527437,122527522,0.999653957653172,0.000875967231457803,"CADPS2","cg03148658;cg07788348;cg10330371;cg09772121","Control"
"chr7",127291444,127291747,0.999653957653172,0.00129885676470589,NA,"cg11539674;cg00893242;cg05986781;cg25792367","Control"
"chr8",37557185,37558448,0.999653957653172,0.00305147416624042,NA,"cg14152785;cg03074188;cg02183903;cg15134714","Control"
"chr8",68864769,68865187,0.999653957653172,-0.00196344960294118,NA,"cg06617456;cg01568998;cg23300368;cg05056142","Control"
"chr8",119964440,119964636,0.999653957653172,-0.00186796599595056,"DEPTOR","cg07083896;cg03200105;cg04857420;cg12545993","Control"
"chr9",136149908,136150361,0.999653957653172,-0.0320923382329497,NA,"cg11879188;cg21160290;cg22535403;cg13506600","Control"
"chr10",52382517,52383683,0.999653957653172,-8.10555159846548e-05,NA,"cg12553292;cg03658471;cg18776286;cg18316445","Control"
"chr10",93804898,93805441,0.999653957653172,0.00600530225852513,"LGI1","cg22635041;cg13265574;cg19045313;cg22800233","Control"
"chr10",94180551,94180913,0.999653957653172,0.0061787488245951,"PLCE1","cg01297808;cg10996327;cg01779383;cg10452581","Control"
"chr10",103892376,103892519,0.999653957653172,-0.0005206488442029,"STN1","cg10477754;cg25365550;cg19569081;cg18761893","Control"
"chr11",644011,644361,0.999653957653172,0.00131098611061384,"DEAF1","cg26787244;cg15894808;cg17297475;cg03758674","Control"
"chr11",2441141,2442163,0.999653957653172,0.00412770064876384,NA,"cg27421742;cg22081905;cg05713486;cg17543973","Control"
"chr11",63676485,63677197,0.999653957653172,0.00208286793520887,NA,"cg24769295;cg06982473;cg09034795;cg10689689","Control"
"chr11",132814117,132814660,0.999653957653172,0.000525381322890009,"OPCML","cg02338757;cg20495183;cg25920279;cg02664787","Control"
"chr12",52827847,52828273,0.999653957653172,-0.00242106248934352,"KRT79","cg20256783;cg07167114;cg19893185;cg00777198","Control"
"chr12",54070114,54070294,0.999653957653172,-0.000199239966965047,"FLJ12825","cg25640699;cg07526618;cg26971330;cg17561241","Control"
"chr12",89748300,89748821,0.999653957653172,-0.000938960407928383,"AC009522.1","cg06192866;cg08802841;cg15296664;cg05589489","Control"
"chr12",131400973,131401879,0.999653957653172,-0.00156721801747654,NA,"cg08196106;cg10021924;cg07816006;cg20560115","Control"
"chr13",24040743,24041251,0.999653957653172,0.0010407842783461,"AL359736.1, SPATA13","cg00158254;cg03797768;cg15253906;cg09323835","Control"
"chr13",27333481,27333986,0.999653957653172,0.00523486844565207,NA,"cg25745379;cg15726245;cg22790924;cg00458890","Control"
"chr13",28551524,28552610,0.999653957653172,-0.00101814880051152,NA,"cg03956053;cg00160183;cg11453719;cg27513935","Control"
"chr13",31736167,31736237,0.999653957653172,3.59972086530269e-05,NA,"cg02394989;cg26946276;cg10362742;cg01634268","Control"
"chr13",42615145,42615991,0.999653957653172,0.0046658167054561,NA,"cg13227851;cg04124316;cg02773889;cg25365958","Control"
"chr13",111719772,111720031,0.999653957653172,-0.00114951081457801,NA,"cg20237707;cg20377030;cg13647831;cg01060016","Control"
"chr13",112712424,112712795,0.999653957653172,0.00200582745502984,"ATP11A","cg08595804;cg03276408;cg26751356;cg02166450","Control"
"chr14",103430286,103430786,0.999653957653172,0.00182181353196924,"MARK3","cg26975587;cg13148496;cg02995680;cg11384750","Control"
"chr15",40987404,40987790,0.999653957653172,-0.000447108087382779,"INO80","cg09235138;cg10343233;cg17955420;cg04662451","Control"
"chr15",59042242,59042352,0.999653957653172,-6.99074658994255e-06,"RNF111","cg23535753;cg02971627;cg06253734;cg00435082","Control"
"chr15",81666393,81666847,0.999653957653172,0.00288888126598454,"AC060809.1, AC023034.1, AC104041.1","cg15484651;cg13366470;cg03398481;cg19784054","Control"
"chr15",91423337,91423574,0.999653957653172,0.000548573136828581,"CRAT37","cg17396638;cg25242556;cg12075901;cg25639557","Control"
"chr16",1171603,1172205,0.999653957653172,0.00477559900319695,"CACNA1H","cg09807446;cg08049614;cg01874334;cg07887978","Control"
"chr16",1756201,1756771,0.999653957653172,0.000760309959718669,"MAPK8IP3","cg03715980;cg03958004;cg07226281;cg01100784","Control"
"chr16",18801738,18802161,0.999653957653172,0.00221694519458651,NA,"cg26593997;cg01680999;cg00399591;cg03624899","Control"
"chr16",31483774,31484417,0.999653957653172,0.00322870271440745,"SLC5A2","cg06214241;cg10995380;cg01775612;cg08619455","Control"
"chr16",57334448,57335017,0.999653957653172,-0.000469036168584826,NA,"cg16538728;cg05883489;cg09013981;cg02230383","Control"
"chr17",41985074,41985222,0.999653957653172,0.00289158177259165,"DNAJC7","cg07112154;cg02760939;cg03557733;cg17552029","Control"
"chr17",80988390,80989170,0.999653957653172,0.00490254629752767,NA,"cg00920069;cg24895954;cg06911187;cg13632729","Control"
"chr18",158229,158348,0.999653957653172,0.00141440517028985,NA,"cg01750507;cg12914251;cg07535605;cg00014996","Control"
"chr18",11149435,11149841,0.999653957653172,-0.00563177821717817,"PIEZO2","cg03117976;cg03686593;cg06510438;cg02664349","Control"
"chr18",55108537,55109119,0.999653957653172,0.0025900559228474,"LINC01929","cg20956738;cg10835584;cg16941302;cg13518992","Control"
"chr19",1083007,1083429,0.999653957653172,0.00113934091133844,"ARHGAP45","cg16609181;cg19307500;cg24852713;cg14478768","Control"
"chr19",1940594,1940875,0.999653957653172,0.000737911869138959,NA,"cg22832139;cg09881240;cg01573162;cg10898923","Control"
"chr19",3452459,3453955,0.999653957653172,0.000525220131287235,"NFIC","cg13763627;cg19456275;cg02946248;cg00510025","Control"
"chr19",12991665,12992181,0.999653957653172,-0.00366286469394715,NA,"cg16855845;cg00759699;cg12586496;cg09292816","Control"
"chr19",19612738,19612870,0.999653957653172,0.000319538059889136,"PBX4","cg04928045;cg22647065;cg10215766;cg16717740","Control"
"chr19",39998199,39998930,0.999653957653172,-0.003788863486786,"ZNF546","cg15132673;cg08551532;cg03807316;cg26536750","Control"
"chr19",58111177,58111647,0.999653957653172,0.000635273943520888,"ZSCAN18","cg02408356;cg08671133;cg00513060;cg12476763","Control"
"chr20",23336606,23337156,0.999653957653172,0.00644614126662402,NA,"cg06698272;cg09071239;cg00347518;cg15708405","Control"
"chr20",30220446,30220636,0.999653957653172,0.00313739879006822,NA,"cg10192265;cg08692688;cg22303739;cg18721089","Control"
"chr20",30555528,30556266,0.999653957653172,0.00133713946483376,NA,"cg03909097;cg16649052;cg18405539;cg17054285","Control"
"chr21",37667639,37668062,0.999653957653172,0.00392274469416026,"KCNJ6","cg00622655;cg24338411;cg13402292;cg22820639","Control"
"chr21",48087589,48088150,0.999653957653172,-0.000411509477834613,NA,"cg06091881;cg01920334;cg14365143;cg22544673","Control"
"chr22",46263463,46263834,0.999653957653172,0.0026638639057971,NA,"cg05857758;cg03597976;cg26831149;cg12003064","Control"
